timestamp,value
1222819200,2.1466458658346337
1222840800,2.1466458658346337
1222862400,2.1466458658346337
1222884000,2.151326053042122
1222905600,2.1638065522620904
1222927200,2.1731669266770672
1222948800,2.1778471138845554
1222970400,2.1825273010920436
1222992000,2.1872074882995323
1223013600,2.1934477379095165
1223035200,-1.0
1223056800,-0.9984399375975039
1223078400,-0.9968798751950078
1223100000,-0.9937597503900156
1223121600,-1.0
1223143200,-0.9984399375975039
1223164800,-0.9968798751950078
1223186400,-0.9937597503900156
1223208000,-1.0
1223229600,-0.9984399375975039
1223251200,-0.9968798751950078
1223272800,-0.9937597503900156
1223294400,-1.0
1223316000,-0.9968798751950078
1223337600,-0.9953198127925117
1223359200,-0.9953198127925117
1223380800,-0.9953198127925117
1223402400,-0.9937597503900156
1223424000,-0.9937597503900156
1223445600,-0.9937597503900156
1223467200,-0.9906396255850234
1223488800,-1.0
1223510400,-0.9968798751950078
1223532000,-0.9937597503900156
1223553600,-1.0
1223575200,-0.9968798751950078
1223596800,-0.9937597503900156
1223618400,-1.0
1223640000,-0.9984399375975039
1223661600,-0.9968798751950078
1223683200,-0.9953198127925117
1223704800,-0.9890795631825273
1223726400,-0.9797191887675507
1223748000,-0.9734789391575663
1223769600,-0.968798751950078
1223791200,-0.9656786271450858
1223812800,-0.9625585023400935
1223834400,-1.0
1223856000,-0.9968798751950078
1223877600,-0.9968798751950078
1223899200,-0.9968798751950078
1223920800,-1.0
1223942400,-0.9968798751950078
1223964000,-0.9968798751950078
1223985600,-0.9968798751950078
1224007200,-1.0
1224028800,-0.9968798751950078
1224050400,-0.9968798751950078
1224072000,-0.9968798751950078
1224093600,-1.0
1224115200,-0.9968798751950078
1224136800,-0.9968798751950078
1224158400,-0.9968798751950078
1224180000,-1.0
1224201600,-0.9968798751950078
1224223200,-0.9953198127925117
1224244800,-0.9906396255850234
1224266400,-0.9890795631825273
1224288000,-0.9875195007800313
1224309600,-0.9734789391575663
1224331200,-0.968798751950078
1224352800,-0.9656786271450858
1224374400,-0.9625585023400935
1224396000,-1.0
1224417600,-0.9968798751950078
1224439200,-0.9968798751950078
1224460800,-0.9968798751950078
1224482400,-1.0
1224504000,-0.9968798751950078
1224525600,-0.9968798751950078
1224547200,-0.9968798751950078
1224568800,-1.0
1224590400,-0.9968798751950078
1224612000,-0.9968798751950078
1224633600,-1.0
1224655200,-0.9968798751950078
1224676800,-0.9968798751950078
1224698400,-0.9968798751950078
1224720000,-1.0
1224741600,-0.9968798751950078
1224763200,-0.9968798751950078
1224784800,-0.9953198127925117
1224806400,-0.9921996879875195
1224828000,-0.9921996879875195
1224849600,-0.9906396255850234
1224871200,-0.9875195007800313
1224892800,-0.9875195007800313
1224914400,-0.9875195007800313
1224936000,-0.9812792511700468
1224957600,-0.9765990639625585
1224979200,-0.9469578783151326
1225000800,-0.9438377535101404
1225022400,-0.8783151326053042
1225044000,-0.8720748829953198
1225065600,-1.0
1225087200,-0.9812792511700468
1225108800,-0.9516380655226209
1225130400,-0.9204368174726989
1225152000,-0.890795631825273
1225173600,-0.8876755070202809
1225195200,-0.8861154446177847
1225216800,-0.8845553822152886
1225238400,-0.8829953198127924
1225260000,-0.8814352574102964
1225281600,-0.8798751950078003
1225303200,-0.8783151326053042
1225324800,-0.8767550702028081
1225346400,-0.875195007800312
1225368000,-0.8736349453978159
1225389600,-0.8720748829953198
1225411200,-0.8705148205928237
1225432800,-0.8689547581903276
1225454400,-0.8673946957878316
1225476000,-0.8658346333853354
1225497600,-0.8642745709828393
1225519200,-0.8627145085803432
1225540800,-0.8611544461778471
1225562400,-0.859594383775351
1225584000,-0.858034321372855
1225605600,-0.8564742589703588
1225627200,-0.8549141965678627
1225648800,-0.8533541341653665
1225670400,-0.8517940717628705
1225692000,-0.8502340093603744
1225713600,-0.8486739469578783
1225735200,-0.8471138845553823
1225756800,-0.8455538221528861
1225778400,-0.84399375975039
1225800000,-0.8424336973478939
1225821600,-0.8408736349453978
1225843200,-0.8393135725429017
1225864800,-0.8377535101404057
1225886400,-0.8361934477379095
1225908000,-0.8346333853354134
1225929600,-0.828393135725429
1225951200,-0.8205928237129485
1225972800,-0.8159126365054602
1225994400,-0.8143525741029641
1226016000,-0.8143525741029641
1226037600,-0.812792511700468
1226059200,-0.812792511700468
1226080800,-0.812792511700468
1226102400,-0.8065522620904836
1226124000,-1.0
1226145600,-0.9968798751950078
1226167200,-0.9968798751950078
1226188800,-0.9968798751950078
1226210400,-1.0
1226232000,-0.9968798751950078
1226253600,-0.9968798751950078
1226275200,-0.9968798751950078
1226296800,-1.0
1226318400,-0.9968798751950078
1226340000,-0.9906396255850234
1226361600,-0.9859594383775351
1226383200,-0.9641185647425897
1226404800,-0.9500780031201248
1226426400,-0.9360374414976599
1226448000,-0.9297971918876755
1226469600,-0.9188767550702028
1226491200,-0.9141965678627145
1226512800,-0.906396255850234
1226534400,-0.9048361934477379
1226556000,-0.9001560062402496
1226577600,-0.8954758190327613
1226599200,-0.890795631825273
1226620800,-0.8829953198127924
1226642400,-0.875195007800312
1226664000,-0.8689547581903276
1226685600,-1.0
1226707200,-0.9968798751950078
1226728800,-0.9968798751950078
1226750400,-0.9968798751950078
1226772000,-1.0
1226793600,-0.9968798751950078
1226815200,-0.9968798751950078
1226836800,-0.9968798751950078
1226858400,-0.9953198127925117
1226880000,-0.9953198127925117
1226901600,-0.9953198127925117
1226923200,-0.9953198127925117
1226944800,-1.0
1226966400,-0.9968798751950078
1226988000,-0.9906396255850234
1227009600,-0.9859594383775351
1227031200,-0.9625585023400935
1227052800,-0.9438377535101404
1227074400,-0.9188767550702028
1227096000,-0.9017160686427457
1227117600,-0.890795631825273
1227139200,-0.8876755070202809
1227160800,-0.875195007800312
1227182400,-0.858034321372855
1227204000,-0.8549141965678627
1227225600,-0.8330733229329172
1227247200,-0.8299531981279251
1227268800,-0.7847113884555382
1227290400,-0.781591263650546
1227312000,-0.7753510140405616
1227333600,-0.7613104524180967
1227355200,-0.7597503900156006
1227376800,-0.748829953198128
1227398400,-0.7410296411856474
1227420000,-0.7301092043681747
1227441600,-0.7145085803432137
1227463200,-0.7067082683307332
1227484800,-0.7020280811232449
1227506400,-0.6989079563182528
1227528000,-0.6942277691107644
1227549600,-0.6879875195007801
1227571200,-0.6427457098283931
1227592800,-0.6380655226209049
