pass,entity,start,end,length,csc,pct,prior,verdict,conf,keep,is_tp,flag,norm_strength,anom_strength,normal_hypothesis,anomaly_hypothesis,reasoning
1,machine-1-1,168,335,168,0.1900018007339289,80.19801980198021,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values mostly within the y=[0,1] range, indicating normal operation. The ","Ch19 exceeds the y=1.0 line, reaching approximately y=1.1, indicating a level shift. This exceedance","Given the low prior and modest anomaly percentile, the evidence is balanced, with no clear and unambiguous anomaly."
1,machine-1-1,3808,3975,168,0.1872698599472642,77.22772277227723,LOW,NORMAL,2,False,False,FP,moderate,weak,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal operati","Ch19 and Ch0 show values slightly above the y=1.0 line, indicating a minor level shift. This exceeda","Given the low prior and modest score, the evidence for normal variation is stronger, with only minor exceedances that co"
1,machine-1-1,6664,6887,224,0.1880457599181682,81.38613861386138,LOW,NORMAL,3,False,False,FP,strong,weak,"The candidate window shows channel values that remain within the y=[0,1] range, indicating they are ","No channels exceed the y=1.0 line, so there are no specific channels to name or extent to measure. T","Given the low prior strength and the lack of any channel exceeding the normal range, the evidence strongly supports the "
1,machine-1-1,12208,12655,448,0.1968320919550024,91.88118811881189,MOD,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values that are mostly within the y=[0,1] range, indicating normal variat","Channels Ch0 and Ch35 exceed the y=1.0 line, with Ch0 reaching approximately 1.2 and Ch35 reaching a","With a moderate prior and visual evidence showing only slight exceedance, the normal hypothesis is slightly stronger, bu"
1,machine-1-1,13608,14055,448,0.20750298612983897,97.42574257425743,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows values that are mostly within the y=[0,1] range, indicating normal operat","Channels Ch0, Ch20, and Ch21 exceed the y=1.0 line, with Ch0 reaching approximately y=1.9, indicatin","Given the high anomaly percentile and clear exceedance of normal operating range in multiple channels, the evidence stro"
1,machine-1-1,15008,15511,504,0.1987810129713681,94.45544554455445,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows some values within the normal range (y=[0,1]), suggesting potential norma","Channels Ch0, Ch20, and Ch21 exceed the y=1.0 line, with Ch0 reaching approximately y=1.5, indicatin","Given the high anomaly percentile and clear exceedance of training maximums in multiple channels, the evidence strongly "
1,machine-1-1,16072,16519,448,0.20702707773307338,98.41584158415841,HIGH,ANOMALY,3,True,True,TP,weak,strong,The candidate window could be normal if the observed values are within the expected range of variati,"Channels Ch0, Ch20, Ch19, and Ch21 all exceed the y=1.0 line, with Ch0 reaching approximately y=2.4,","Given the high anomaly percentile and clear exceedance of normal operating range in multiple channels, the evidence stro"
1,machine-1-1,16912,16967,56,0.18927669199183583,71.88118811881188,LOW,NORMAL,3,False,True,TP,strong,weak,"The candidate window values for all channels remain within the y=[0,1] range, indicating they are wi","No channels exceed the y=1.0 line, so there is no evidence of an anomaly based on the training maxim","Given the low prior strength and the absence of any channel exceeding the training maximum, the evidence strongly suppor"
1,machine-1-1,17192,17695,504,0.22385433435233104,100.0,HIGH,ANOMALY,3,True,True,TP,weak,strong,The candidate window could be considered normal if the observed values are within the range of norma,"Channels Ch0, Ch2, Ch20, and Ch21 exceed the y=1.0 line, with Ch0 reaching approximately y=2.5, indi","Given the high anomaly percentile and clear exceedance of normal operating range in multiple channels, the evidence stro"
1,machine-1-1,17864,18087,224,0.18770975980442017,80.79207920792079,LOW,NORMAL,3,False,True,TP,strong,weak,"The candidate window shows all channel values within the y=[0,1] range, indicating they are below th","No channels exceed the y=1.0 line, so there are no instances of level shifts, divergence, amplitude ","With a low prior and all candidate values within the normal range, the evidence strongly supports a normal verdict."
1,machine-1-1,18256,18647,392,0.21223680369023765,99.00990099009901,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows some values within the y=[0,1] range, indicating potential normal variati","Channels Ch0, Ch20, and Ch2 exceed the y=1.0 line, with Ch0 reaching approximately y=2.5, indicating","Given the high anomaly percentile and clear exceedance of normal operating ranges in multiple channels, the evidence str"
1,machine-1-1,19656,20271,616,0.20247541478073056,97.82178217821782,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows some values within the normal range, as some channel values remain below ","Channels Ch0, Ch20, and Ch21 exceed the y=1.0 line, with Ch0 reaching approximately y=1.3, indicatin","Given the high anomaly percentile and clear exceedance of the normal range in multiple channels, the evidence strongly s"
1,machine-1-1,20944,21391,448,0.19882525503635406,95.04950495049505,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows values that are mostly within the y=[0,1] range, indicating normal operat","Channels Ch0, Ch20, and Ch35 exceed the y=1.0 line, with Ch0 reaching approximately 1.3, indicating ","Given the high prior strength and the clear exceedance of normal ranges in multiple channels, the evidence strongly supp"
1,machine-1-1,22120,22511,392,0.19810168777725526,91.68316831683168,MOD,ANOMALY,2,True,False,FP,moderate,moderate,"The candidate window shows values that are mostly within the normal range, with some fluctuations th","Channels Ch0, Ch20, and Ch21 exceed the y=1.0 line, with Ch0 reaching approximately 1.2, indicating ","With a moderate prior and visual evidence showing exceedance in multiple channels absent in training, the anomaly hypoth"
1,machine-1-1,23632,24079,448,0.20100796251790598,94.65346534653465,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows values that are mostly within the y=[0,1] range, suggesting normal variat","Channels Ch0, Ch20, and Ch21 exceed the y=1.0 line, with Ch0 reaching approximately y=1.7, indicatin","Given the high anomaly percentile and clear exceedance of training maximums in multiple channels, the evidence strongly "
1,machine-1-1,24976,25311,336,0.19904464211625358,92.87128712871288,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows some values within the y=[0,1] range, suggesting potential normal variati","Channels Ch0, Ch19, and Ch21 exceed the y=1.0 line, with Ch0 reaching approximately 1.7, indicating ","Given the high prior and clear exceedance of normal range in multiple channels, the evidence strongly supports an anomal"
1,machine-1-1,26488,26823,336,0.19060888793319464,84.75247524752476,MOD,ANOMALY,2,True,False,FP,moderate,moderate,"The candidate window shows values mostly within the y=[0,1] range, suggesting normal variation. The ","Ch0 exceeds the y=1.0 line, reaching approximately 1.2, indicating a level shift. This exceedance is","The anomaly hypothesis is slightly stronger due to Ch0's exceedance above the training maximum, despite the moderate pri"
2,machine-1-1,24511,24734,224,0.18274092725810728,72.47524752475248,,NORMAL,3,False,True,TP,,,,,"Given the low prior strength and the absence of any channel exceeding the normal range, the evidence strongly supports t"
2,machine-1-1,25946,26169,224,0.17672154369315,58.01980198019802,,NORMAL,2,False,True,TP,,,,,"Given the low prior and modest anomaly score, the evidence for normal variation is stronger, with only a weak indication"
2,machine-1-1,27442,27665,224,0.17998467757466383,67.32673267326733,,NORMAL,3,False,True,TP,,,,,"Given the low prior strength and the absence of any channel exceeding the normal range, the evidence strongly supports t"
1,machine-1-2,4536,4759,224,0.17483112745685503,98.09523809523809,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window could be considered normal if the channel values remain within the y=[0,1] rang","Ch0 and Ch5 exceed the y=1.0 line, with Ch0 reaching approximately 1.2 and Ch5 reaching about 1.1. T","Given the high anomaly percentile and clear exceedance of normal operating range in Ch0 and Ch5, the evidence strongly s"
1,machine-1-2,5432,5599,168,0.1658699334754298,77.38095238095238,LOW,NORMAL,1,False,True,TP,moderate,moderate,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal variati","Ch0 and Ch1 exceed the y=1.0 line, with Ch0 reaching approximately 1.1 and Ch1 reaching 1.05, indica","With a low prior and modest score, the evidence for anomaly is not clearly stronger than normal variation, leading to a "
1,machine-1-2,5712,6103,392,0.17202706814610533,98.80952380952381,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows some values within the y=[0,1] range, indicating potential normal variati","Channels Ch0, Ch5, and Ch24 exceed the y=1.0 line, with Ch0 reaching approximately y=1.4, indicating","The high anomaly percentile and clear exceedance of training maximums in multiple channels strongly indicate an anomaly,"
1,machine-1-2,6160,6943,784,0.17148417374119163,97.38095238095238,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows some variation, but most channel values remain within the y=[0,1] range. ","Channels Ch6, Ch5, and Ch0 exceed the y=1.0 line, with Ch6 reaching approximately y=1.2, indicating ","Given the high prior and clear exceedance of normal range in multiple channels, the evidence strongly supports an anomal"
1,machine-1-2,7280,7503,224,0.16616800712654367,80.95238095238095,LOW,NORMAL,2,False,False,FP,moderate,weak,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal operati","Ch1 slightly exceeds the y=1.0 line, reaching approximately 1.05, indicating a minor level shift. Th","Given the low prior strength and modest anomaly score, the evidence for normal variation is stronger, with only minor ex"
1,machine-1-2,7784,8007,224,0.16686960333026946,83.0952380952381,MOD,NORMAL,2,False,False,FP,moderate,moderate,"The candidate window shows some variation, but most channel values remain within the y=[0,1] range, ","Ch6 exceeds the y=1.0 line, reaching approximately y=1.1, indicating a minor amplitude spike. This e","With a moderate prior and the candidate's score in the 83.1th percentile, the visual evidence suggests normal variation "
1,machine-1-2,8288,8511,224,0.16660270473221317,82.38095238095238,MOD,NORMAL,2,False,False,FP,moderate,weak,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal variati","Ch0 and Ch3 show values slightly above the y=1.0 line, indicating a minor level shift. This exceedan","Given the moderate prior and the visual evidence showing only slight exceedances, the normal hypothesis is probably stro"
1,machine-1-2,11144,11423,280,0.16731184511445463,86.66666666666667,MOD,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal operati","Ch0 and Ch1 exceed the y=1.0 line, with Ch0 reaching approximately 1.1 and Ch1 reaching 1.2, indicat","With a moderate prior and visual evidence showing only slight exceedance, the normal hypothesis is slightly favored, but"
1,machine-1-2,12432,13047,616,0.17101809913715857,96.42857142857143,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal operati","Ch0 exceeds the y=1.0 line, reaching approximately 1.2, indicating a level shift. This exceedance is","Given the high prior and clear exceedance in Ch0 above the training maximum, the evidence strongly supports an anomaly."
1,machine-1-2,13384,13495,112,0.1665913627715785,73.57142857142858,LOW,NORMAL,3,False,False,FP,strong,weak,"The candidate window shows all channel values within the y=[0,1] range, indicating they are within t","No channels exceed the y=1.0 line, so there are no specific channels to name or extent to measure. T","Given the low prior strength and the absence of any channel exceeding the normal range, the evidence strongly supports t"
1,machine-1-2,14616,14727,112,0.16549175354884937,66.19047619047619,LOW,NORMAL,3,False,False,FP,strong,weak,"The candidate window shows all channel values within the y=[0,1] range, indicating they are within t","No channels exceed the y=1.0 line, so there is no evidence of a level shift, divergence, amplitude s","Given the low prior strength and all channel values within the normal range, the evidence strongly supports the normal h"
1,machine-1-2,15456,15679,224,0.16820922965416685,87.38095238095238,MOD,NORMAL,2,False,True,TP,moderate,weak,"The candidate window shows values that are mostly within the y=[0,1] range, indicating normal variat","Ch0 and Ch3 show values slightly above the y=1.0 line, indicating a minor level shift. This exceedan","With a moderate prior and visual evidence showing minor exceedances similar to TRAIN NORMAL 3, the normal hypothesis is "
1,machine-1-2,15792,16071,280,0.17475550479721277,99.28571428571429,HIGH,ANOMALY,3,True,True,TP,weak,strong,The candidate window could be normal if the observed variations are within the expected range. Chann,"Channels Ch0, Ch2, and Ch5 exceed the y=1.0 line, with Ch0 reaching approximately 1.2, indicating a ","Given the high anomaly percentile and clear exceedance of the normal range in multiple channels, the evidence strongly s"
1,machine-1-2,16912,17079,168,0.1689682232293611,85.47619047619047,MOD,NORMAL,2,False,False,FP,moderate,moderate,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal operati","Channels Ch0 and Ch2 show values slightly above the y=1.0 line, indicating a minor amplitude spike. ","With a moderate prior and evidence of only slight exceedance, the normal variation argument is slightly stronger, sugges"
1,machine-1-2,18480,19039,560,0.16923364220419898,93.33333333333333,HIGH,ANOMALY,2,True,True,TP,weak,moderate,"The candidate window shows some variation, but most channel values remain below the y=1.0 line, indi","Ch0 exceeds the y=1.0 line, reaching approximately 1.1, indicating a level shift. This exceedance is","Given the high prior and the exceedance of Ch0 above the training maximum, the evidence leans towards an anomaly despite"
1,machine-1-2,19208,19431,224,0.1659341043094189,80.0,LOW,NORMAL,2,False,False,FP,moderate,weak,"The candidate window shows channel values that are mostly within the y=[0,1] range, indicating norma","Ch0 and Ch2 show values slightly above the orange y=1.0 line, with Ch0 reaching approximately 1.1 an","Given the low prior strength and modest score, the minor exceedances in the candidate window are not significantly diffe"
