pass,entity,start,end,length,csc,pct,prior,verdict,conf,keep,is_tp,flag,norm_strength,anom_strength,normal_hypothesis,anomaly_hypothesis,reasoning
1,machine-1-1,168,335,168,0.1900018007339289,82.77227722772277,MOD,ANOMALY,2,True,False,FP,moderate,moderate,"The candidate window shows some variation, but the overall pattern and levels are similar to those i","Channels Ch19, Ch35, Ch34, and Ch21 show a noticeable level shift and divergence compared to the bas","The anomaly hypothesis is probably stronger due to the specific channel shifts, despite the moderate prior."
1,machine-1-1,3808,3975,168,0.1872698599472642,80.19801980198021,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows some variation, but the overall pattern and amplitude are consistent with","Channels Ch19, Ch0, and Ch20 exhibit a noticeable amplitude spike around the midpoint of the candida","Given the low prior strength and modest elevation in score, the evidence for anomaly is not clearly stronger than the no"
1,machine-1-1,6664,6887,224,0.1880457599181682,81.38613861386138,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows patterns that are generally consistent with the baseline windows, with on","Channels Ch20, Ch21, Ch35, and Ch19 show a noticeable level shift and amplitude spike around the mid","Given the low prior strength and modest score elevation, the evidence is balanced, leading to a normal verdict."
1,machine-1-1,12208,12655,448,0.1968320919550024,87.92079207920793,MOD,ANOMALY,2,True,False,FP,moderate,moderate,"The candidate window shows some similarities to the baseline windows, particularly in the overall tr","Channels Ch0, Ch20, Ch34, and Ch35 show a noticeable level shift and divergence in the candidate win","The anomaly score is elevated, and visual evidence shows distinct changes in multiple channels, suggesting an anomaly is"
1,machine-1-1,13608,14055,448,0.20750298612983897,95.44554455445544,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows some consistency with the baseline windows, particularly in the general t","Channels Ch0, Ch20, Ch21, and Ch35 exhibit a level shift and divergence, with values significantly h","Given the high anomaly percentile and the clear visual evidence of channel divergence, the anomaly hypothesis is strongl"
1,machine-1-1,15008,15511,504,0.1987810129713681,89.3069306930693,MOD,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows some variation, but the overall pattern and amplitude are within the rang","Channels Ch0, Ch20, Ch21, and Ch35 show a level shift and increased amplitude compared to the baseli","With a moderate prior and balanced evidence, the candidate's elevated score is not extreme enough to clearly indicate an"
1,machine-1-1,16072,16519,448,0.20702707773307338,95.24752475247524,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows some features that are consistent with the normal baseline, such as the g","Channels Ch0, Ch19, Ch20, and Ch21 show a significant level shift and amplitude spike, particularly ","Given the high anomaly percentile and the clear visual evidence of significant deviations in multiple channels, the anom"
1,machine-1-1,16912,16967,56,0.18927669199183583,81.98019801980197,LOW,ANOMALY,3,True,True,TP,moderate,strong,"The candidate window shows some features consistent with the baseline, such as the general pattern o","Ch0 shows a significant level shift from around y=0.1 to y=0.8, which is not present in any of the b","Despite the low prior, the clear level shift in Ch0, absent in baselines, strongly indicates an anomaly."
1,machine-1-1,17192,17695,504,0.22385433435233104,99.00990099009901,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows some features consistent with normal baselines, such as the general patte","Ch0 shows a significant level shift from y=0.1 to y=0.8, and Ch20 exhibits a similar pattern change ","Given the high anomaly percentile and specific channel deviations, the evidence strongly supports an anomaly."
1,machine-1-1,17864,18087,224,0.18770975980442017,80.79207920792079,LOW,NORMAL,1,False,True,TP,moderate,moderate,"The candidate window shows patterns that are generally consistent with the baseline windows, with on","Ch0 shows a significant level shift from around y=0.1 to y=0.8, which is not present in any of the b","Given the low prior strength and modest score elevation, the evidence is balanced, leading to a normal verdict."
1,machine-1-1,18256,18647,392,0.21223680369023765,96.83168316831683,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows some features consistent with normal baselines, such as the gradual incre","Ch0 shows a significant level shift from around y=0.1 to y=0.8, and Ch20 and Ch21 exhibit amplitude ","Given the high anomaly percentile and the specific deviations in multiple channels, the evidence strongly supports an an"
1,machine-1-1,19656,20271,616,0.20247541478073056,92.67326732673268,HIGH,ANOMALY,3,True,True,TP,weak,strong,The candidate window shows some consistency with the baseline windows in terms of overall channel be,"Ch0 shows a significant level shift from y=0.1 to y=0.5, which is absent in all three baseline windo","Given the high anomaly percentile and the clear visual evidence of a level shift in Ch0, the anomaly hypothesis is clear"
1,machine-1-1,20944,21391,448,0.19882525503635406,89.3069306930693,MOD,ANOMALY,3,True,True,TP,moderate,strong,"The candidate window shows some variation, but the overall pattern and amplitude are similar to the ","Channels Ch0, Ch20, Ch34, and Ch35 show a level shift and divergence in the candidate window, which ","The anomaly hypothesis is clearly stronger due to specific level shifts and divergence not seen in baselines, supported "
1,machine-1-1,22120,22511,392,0.19810168777725526,88.51485148514851,MOD,ANOMALY,2,True,False,FP,moderate,moderate,"The candidate window shows some consistency with the baseline windows, particularly in the overall t","Channels Ch0, Ch20, Ch19, and Ch21 show a level shift and divergence from their baseline behavior, p","With a moderate prior and visual evidence showing distinct deviations in multiple channels, the anomaly hypothesis is pr"
1,machine-1-1,23632,24079,448,0.20100796251790598,91.68316831683168,MOD,ANOMALY,3,True,False,FP,moderate,strong,"The candidate window shows some variation, but the overall pattern and amplitude are similar to the ","Channels Ch0, Ch20, and Ch21 exhibit a noticeable amplitude spike around the midpoint of the candida","The anomaly hypothesis is clearly stronger due to the specific amplitude spike in multiple channels, which is not presen"
1,machine-1-1,24976,25311,336,0.19904464211625358,89.3069306930693,MOD,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows some consistency with the baseline windows, particularly in the general t","Channels Ch0, Ch20, Ch19, and Ch21 show a level shift and increased variability compared to the base",The anomaly hypothesis is clearly stronger due to specific channel deviations and a moderate prior score.
1,machine-1-1,26488,26823,336,0.19060888793319464,82.97029702970296,MOD,ANOMALY,3,True,False,FP,moderate,strong,"The candidate window shows some consistency with the baseline windows, particularly in the gradual i","Channels Ch0, Ch20, Ch21, and Ch19 show a level shift and divergence, particularly noticeable in Ch0","The anomaly hypothesis is clearly stronger due to specific level shifts and divergences in multiple channels, which are "
1,machine-1-2,4536,4759,224,0.17483112745685503,98.09523809523809,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows some features consistent with the baseline, such as the general pattern o","Ch0 shows a level shift from y=0.1 to y=0.8, Ch5 exhibits a divergence, and Ch1 and Ch2 display ampl","Given the high anomaly percentile and the clear visual evidence of deviation across multiple channels, the anomaly hypot"
1,machine-1-2,5432,5599,168,0.1658699334754298,79.52380952380952,LOW,NORMAL,1,False,True,TP,moderate,moderate,"The candidate window shows patterns that are consistent with the normal baseline windows, particular","Ch0 shows a level shift from around y=0.2 to y=0.8, which is not present in any of the baseline wind","With a low prior and modest score elevation, the evidence for normal variation is roughly balanced with the anomaly hypo"
1,machine-1-2,5712,6103,392,0.17202706814610533,92.61904761904762,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows some features consistent with normal baselines, such as the general patte","Ch0 shows a level shift from around y=0.2 to y=0.8, and Ch5 exhibits an amplitude spike not present ","Given the high anomaly percentile and the specific deviations in Ch0 and Ch5, the evidence strongly supports an anomaly."
1,machine-1-2,6160,6943,784,0.17148417374119163,90.95238095238095,MOD,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows some features consistent with normal baselines, such as the general patte",Ch6 and Ch5 show significant level shifts and amplitude spikes not present in any of the baseline wi,"The anomaly hypothesis is clearly stronger due to specific and unambiguous changes in Ch6 and Ch5, supported by a high a"
1,machine-1-2,7280,7503,224,0.16616800712654367,80.95238095238095,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows patterns that are generally consistent with the baseline windows, particu","Ch0 shows a level shift from around y=0.2 to y=0.5, and Ch1 exhibits a pattern change with increased","With a low prior and modest score elevation, the evidence for normal variation is roughly balanced with the anomaly hypo"
1,machine-1-2,7784,8007,224,0.16686960333026946,83.0952380952381,MOD,ANOMALY,3,True,False,FP,moderate,strong,"The candidate window shows some similarities to the baseline windows, particularly in Ch5 and Ch1, w","Ch0 shows a level shift from around y=0.2 to y=0.8, and Ch6 exhibits a pattern change with increased","The anomaly hypothesis is clearly stronger due to specific changes in Ch0 and Ch6 that are absent in the baseline, suppo"
1,machine-1-2,8288,8511,224,0.16660270473221317,82.38095238095238,MOD,NORMAL,1,False,False,FP,moderate,moderate,The candidate window shows patterns in Ch0 and Ch1 that are consistent with the variations seen in t,"Ch0 shows a level shift from around y=0.2 to y=0.8, and Ch1 exhibits a divergence pattern not presen","With a moderate prior and balanced evidence, the candidate's elevated score is not sufficient to clearly indicate an ano"
