pass,entity,start,end,length,csc,pct,prior,verdict,conf,keep,is_tp,flag,norm_strength,anom_strength,normal_hypothesis,anomaly_hypothesis,reasoning
1,machine-1-1,56,391,336,0.18476344489802918,81.58415841584159,LOW,NORMAL,2,False,False,FP,moderate,weak,"The candidate window shows values mostly within the y=[0,1] range, indicating normal operation. The ","Ch19 shows a brief spike reaching slightly above y=1.0, indicating a potential anomaly. This spike i","Given the low prior and modest anomaly score, the evidence for normal variation is stronger, with only a weak indication"
1,machine-1-1,784,839,56,0.1770063154399395,52.87128712871287,LOW,NORMAL,3,False,False,FP,strong,weak,"All candidate channel values are within the y=[0,1] range, indicating they are within the machine's ","No channels exceed the y=1.0 line, so there is no evidence of level shift, divergence, amplitude spi","Given the low prior and absence of any channel exceeding the normal range, the evidence strongly supports the normal hyp"
1,machine-1-1,2128,2183,56,0.17656422592699528,48.51485148514851,LOW,NORMAL,3,False,False,FP,strong,weak,"All candidate channel values remain within the y=[0,1] range, indicating they are within the machine","No channels in the candidate window exceed the y=1.0 line, so there is no evidence of any channel su","Given the low prior strength and the absence of any channel exceeding the normal range, the evidence strongly supports t"
1,machine-1-1,3696,4031,336,0.1844723883550614,78.21782178217822,LOW,NORMAL,2,False,False,FP,moderate,weak,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal operati","Ch19 shows a spike reaching slightly above y=1.0, indicating a potential anomaly. This exceedance is","Given the low prior and modest anomaly score, the evidence for normal variation is stronger, with only minor exceedance "
1,machine-1-1,6440,6943,504,0.18518375320773986,81.38613861386138,LOW,NORMAL,2,False,False,FP,moderate,weak,"The candidate window shows values that are mostly within the y=[0,1] range, indicating normal operat","Channels Ch20, Ch35, and Ch34 show spikes slightly above the y=1.0 line, indicating a potential anom","Given the low prior and modest anomaly score, the evidence for normal variation is stronger, with only slight exceedance"
1,machine-1-1,7168,7223,56,0.17645339388400316,49.9009900990099,LOW,NORMAL,3,False,False,FP,strong,weak,"The candidate window shows all channel values within the y=[0,1] range, indicating they are within t","No channels exceed the y=1.0 line, so there is no evidence of an anomaly based on the training maxim","With a low prior and no exceedance above the training maximum, the evidence strongly supports normal operation."
1,machine-1-1,7952,8119,168,0.17814151740943393,59.4059405940594,LOW,NORMAL,3,False,False,FP,strong,weak,"The candidate window shows all channel values within the y=[0,1] range, indicating they are within t","No channels exceed the y=1.0 line, so there are no values above the training maximum. Therefore, no ","With a low prior and no exceedance above the training maximum, the evidence strongly supports normal operation."
1,machine-1-1,8736,8847,112,0.17686704848892987,50.0990099009901,LOW,NORMAL,3,False,False,FP,strong,weak,"The candidate window shows all channel values within the y=[0,1] range, indicating they are within t","No channels exceed the y=1.0 line, so there are no specific channels or values to indicate an anomal","Given the low prior strength and all channel values within the normal range, the evidence strongly supports normal opera"
1,machine-1-1,9576,9743,168,0.17750796225542823,56.63366336633663,LOW,NORMAL,3,False,False,FP,strong,weak,"The candidate window shows all channel values within the y=[0,1] range, indicating they are within t","No channels exceed the y=1.0 line, so there are no specific channels to name or extent to measure. T","With a low prior and no exceedance above the training maximum, the evidence strongly supports the normal hypothesis."
1,machine-1-1,11424,11647,224,0.17649391083978117,57.227722772277225,LOW,NORMAL,3,False,False,FP,strong,weak,"The candidate window shows all channel values within the y=[0,1] range, indicating they are within t","No channels exceed the y=1.0 line, so there is no evidence of level shifts, divergence, amplitude sp","Given the low prior strength and absence of any channel exceeding the normal range, the evidence strongly supports the n"
