pass,entity,start,end,length,csc,pct,prior,verdict,conf,keep,is_tp,flag,norm_strength,anom_strength,normal_hypothesis,anomaly_hypothesis,reasoning
1,machine-1-1,168,335,168,0.1900018007339289,80.19801980198021,LOW,NORMAL,3,False,False,FP,strong,weak,"The candidate values are within the range of LOCAL 1+2, which are both below the y=1.0 line, indicat","Channels Ch19, Ch35, Ch34, and Ch21 show values that do not exceed the y=1.0 line, indicating no dev","Given the low prior strength and the candidate's alignment with both training and local test baselines, the evidence str"
1,machine-1-1,3808,3975,168,0.1872698599472642,77.22772277227723,LOW,NORMAL,3,False,False,FP,strong,weak,"The candidate values are within the range observed in LOCAL 1+2, which are below the y=1.0 line, ind","No channels exceed the y=1.0 line in the candidate window, and LOCAL 1+2 are also within the [0,1] r","Given the low prior strength and the alignment of candidate values with both training and local test baselines, the evid"
1,machine-1-1,6664,6887,224,0.1880457599181682,81.38613861386138,LOW,NORMAL,3,False,False,FP,strong,weak,"The candidate values are within the range observed in LOCAL 1 and LOCAL 2, suggesting that the curre","No channels exceed the y=1.0 line, and the candidate does not deviate from the local test windows. T","Given the low prior strength and the alignment of candidate values with local test windows, the evidence strongly suppor"
1,machine-1-1,12208,12655,448,0.1968320919550024,91.88118811881189,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate values are not within the LOCAL 1+2 operating range, as both local windows show values","Channels Ch0, Ch20, Ch34, and Ch35 exceed the y=1.0 line, with Ch0 reaching approximately 1.5x the t","Given the high anomaly percentile and clear deviation from both training and local baselines, the evidence strongly supp"
1,machine-1-1,13608,14055,448,0.20750298612983897,97.42574257425743,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate values significantly exceed the LOCAL 1+2 operating range, which are well within the [","Channels Ch0, Ch20, Ch21, and Ch35 all exceed the y=1.0 line, with Ch0 reaching approximately 1.9x t","Given the high anomaly percentile and clear deviation from both training and local norms, the evidence strongly supports"
1,machine-1-1,15008,15511,504,0.1987810129713681,94.45544554455445,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate values are not within the LOCAL 1+2 operating range, as both local windows show values","Channels Ch0, Ch20, Ch21, and Ch35 all exceed the y=1.0 line, with Ch0 reaching approximately 2.0x t","Given the high anomaly percentile and clear deviation from both training and local baselines, the evidence strongly supp"
1,machine-1-1,16072,16519,448,0.20702707773307338,98.41584158415841,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate values are significantly above the LOCAL 1+2 operating range, which are themselves wit","Channels Ch0, Ch19, Ch20, and Ch21 all exceed the y=1.0 line, with Ch0 reaching approximately 2.4x t","Given the high anomaly percentile and clear deviation from both training and local norms, the evidence strongly supports"
1,machine-1-1,16912,16967,56,0.18927669199183583,71.88118811881188,LOW,NORMAL,2,False,True,TP,moderate,weak,"The candidate values are within the range observed in LOCAL 1+2, suggesting that the current period ","Channel 0 exceeds the y=1.0 line, reaching approximately 1.2x the training maximum. However, LOCAL 1","Given the low prior strength and the elevated values in LOCAL 1+2, the evidence suggests a stable operating mode rather "
1,machine-1-1,17192,17695,504,0.22385433435233104,100.0,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate values are significantly above the LOCAL 1+2 operating range, which are within the [0,","Channels Ch0, Ch2, Ch20, and Ch21 exceed the y=1.0 line, with Ch0 reaching approximately 2.5x the tr","Given the high anomaly percentile and the candidate's significant deviation from both training and local baselines, the "
1,machine-1-1,17864,18087,224,0.18770975980442017,80.79207920792079,LOW,NORMAL,3,False,True,TP,strong,weak,"The candidate values are within the range observed in LOCAL 1+2, which show elevated values similar ","Channels Ch0, Ch21, and Ch20 exceed the y=1.0 line, with Ch0 reaching approximately 1.2x the trainin","Given the low prior strength and the elevated values in LOCAL 1+2, the candidate is consistent with a stable operating m"
