Data,Label
1.649953,0
1.649953,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.681991,0
1.69801,0
1.69801,0
1.69801,0
1.69801,0
1.69801,0
1.69801,0
1.69801,0
1.69801,0
1.69801,0
1.521802,0
1.521802,0
1.521802,0
1.521802,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.649953,0
1.69801,0
1.69801,0
1.69801,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.746067,0
1.778105,0
1.778105,0
1.746067,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.649953,0
1.569859,0
1.569859,0
1.569859,0
1.569859,0
1.569859,0
1.569859,0
1.569859,0
1.569859,0
1.569859,0
1.569859,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.730048,0
1.730048,0
1.730048,0
1.569859,0
1.569859,0
1.681991,0
1.681991,0
1.681991,0
1.681991,0
1.681991,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.681991,0
1.681991,0
1.681991,0
1.681991,0
1.681991,0
1.681991,0
1.681991,0
1.681991,0
1.665972,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.617916,0
1.69801,0
1.69801,0
1.69801,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.665972,0
1.665972,0
1.762086,0
1.762086,0
1.762086,0
1.762086,0
1.585878,0
1.585878,0
1.585878,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.617916,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.617916,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.842181,0
1.842181,0
1.762086,0
1.762086,0
1.762086,0
1.762086,0
1.762086,0
1.69801,0
1.69801,0
1.69801,0
1.69801,0
1.681991,0
1.665972,0
1.537821,0
1.537821,0
1.617916,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.681991,0
1.681991,0
1.681991,0
1.681991,0
1.681991,0
1.681991,0
1.681991,0
1.681991,0
1.681991,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.649953,0
1.505783,0
1.505783,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.601897,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.601897,0
1.537821,0
1.537821,0
1.537821,0
1.601897,0
1.746067,0
1.746067,0
1.69801,0
1.69801,0
1.569859,0
1.569859,0
1.569859,0
1.569859,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.665972,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
1.585878,0
