Data,Label
-0.575979670100703,0
-0.5466406519505322,0
-0.5130980086803888,0
-0.4758450669075198,0
-0.4353921822071562,0
-0.392261039946603,0
-0.3469791033669906,0
-0.3000742176559894,0
-0.2520694281724158,0
-0.2034780471330698,0
-0.1498690764023255,0
-0.0870998068306998,0
-0.0161441846257945,0
0.0619818261413956,0
0.1462318657516879,0
0.2355406242005545,0
0.3288350117001939,0
0.4250449820627818,0
0.5231138875244059,0
0.6220083008662604,0
0.7207272372313042,0
0.8183106773443111,0
0.9138474169472076,0
1.006481932697244,0
1.095420710215142,0
1.179937552739644,0
1.2593780486328352,0
1.3331631663700492,0
1.4007919834206817,0
1.4618434801037508,0
1.515977604009918,0
1.5629353624181843,0
1.6025382251451783,0
1.6346866939319935,0
1.6593581702996274,0
1.6766041959496074,0
1.6865470104962423,0
1.68937558088711,0
1.6853411509846852,0
1.674752352711214,0
1.6579698929726705,0
1.6354010039299558,0
1.6074936248021443,0
1.5747304183309525,0
1.5376226816481533,0
1.4967042900759844,0
1.45252537544098,0
1.4056464935042308,0
1.3566326650912512,0
1.3060476669553918,0
1.254448556166334,0
1.2023804871324228,0
1.1503717618181126,0
1.0989295175601466,0
1.0485353917116,0
0.9996418643483675,0
0.952668988745526,0
0.9080015296982308,0
0.8659865848353284,0
0.8269316504799845,0
0.7911032025776145,0
0.7587256492516168,0
0.7299807915921219,0
0.705007738873906,0
0.6839031925400498,0
0.666722163892902,0
0.6534790866467248,0
0.6441492601939244,0
0.6386706341586939,0
0.6369458687398942,0
0.63884466768967,0
0.6442063426144229,0
0.6528426010038259,0
0.6645404570242379,0
0.6790652896230167,0
0.6961639888357777,0
0.7155681599278176,0
0.7369973026686883,0
0.7601621684370751,0
0.784767810888444,0
0.8105167372524356,0
0.8371119223356367,0
0.8642596979550875,0
0.8916724976251293,0
0.9190714894055604,0
0.9461888025745276,0
0.9727698898429088,0
0.998575419938524,0
1.0233830533549797,0
1.0469889403691597,0
1.0692090076887306,0
1.0898799418777465,0
1.1088600243461069,0
1.126029660455897,0
1.141291664659664,0
1.1545713545171092,0
1.1658163944802604,0
1.1749964328668878,0
1.1821025257812317,0
1.1871463933890725,0
1.1901594945689304,0
1.1911919293200883,0
1.190311246181511,0
1.1876010838597424,0
1.183159734462948,0
1.177098573095568,0
1.1695404790239234,0
1.160618174842886,0
1.150472540435516,0
1.1392509129527122,0
1.1221755305509291,0
1.094778555371293,0
1.057733041985228,0
1.0117801563536886,0
0.9577192457541328,0
0.8963977818977351,0
0.8287010227314827,0
0.7555420009148608,0
0.6778514487872506,0
0.5965679879569812,0
0.512628623888307,0
0.4269596392896796,0
0.340467939937933,0
0.2540329230389869,0
0.168498951401854,0
0.0846684224491013,0
0.0032956548975151,0
-0.0749187215166884,0
-0.1493324793062093,0
-0.2193657991207171,0
-0.2845045008073253,0
-0.3443025151044628,0
-0.3983835488100468,0
-0.4464420725017671,0
-0.4882435313811256,0
-0.523623837416703,0
-0.5524882451029066,0
-0.5748095391521867,0
-0.5906256533822909,0
-0.6000367362586276,0
-0.6032017490930012,0
-0.6003346034100083,0
-0.5916999145025167,0
-0.5776084007220427,0
-0.5584120462918287,0
-0.5344990330317638,0
-0.506288518976028,0
-0.4742253581135072,0
-0.4387746245247015,0
-0.4004163672953323,0
-0.3547103669446228,0
-0.2975278430683917,0
-0.2298789040291151,0
-0.1528365008738695,0
-0.067523545980863,0
0.0249000725610033,0
0.1232503015890088,0
0.2263314641741934,0
0.3329484314012125,0
0.441918306513773,0
0.5471516686442083,0
0.642899720534143,0
0.7285965672215944,0
0.8037969760467932,0
0.8681759588564483,0
0.921527276686046,0
0.96376078690633,0
0.9948987687885532,0
1.015071303226354,0
1.0245107590893958,0
1.0235455280106738,0
1.012593046527673,0
0.9921521931759172,0
0.9627952199265088,0
0.9251592690278672,0
0.8799375881162903,0
0.8278705891514065,0
0.7697366101873148,0
0.7063429321834342,0
0.6385166985131597,0
0.5670960326679818,0
0.4929214022696178,0
0.4168272926095242,0
0.3396342693474963,0
0.2621414904805491,0
0.1851197077429273,0
0.1093048075973961,0
0.0353920709919066,0
-0.035969150725022,0
-0.104179962864403,0
-0.1686958031275956,0
-0.2290296546351994,0
-0.2847545570825247,0
-0.3355054404032992,0
-0.3809802490346482,0
-0.4209404661366723,0
-0.4552109241946068,0
-0.4836790663649286,0
-0.5062935836556631,0
-0.5230625026861181,0
-0.5291208653225538,0
-0.5199647313416699,0
-0.4962803521415126,0
-0.4588693649049943,0
-0.4086364189389662,0
-0.3465762759656623,0
-0.2737605701084427,0
-0.1913241940322586,0
-0.100451800109893,0
-0.0023642162114565,0
0.101694930813849,0
0.2104722847552516,0
0.3227174259546501,0
0.4371949984542116,0
0.5526962162018356,0
0.6680496700361197,0
0.7821313276672957,0
0.8938737371870272,0
1.002274115194636,0
1.106401786048508,0
1.20540440322388,0
1.2985132441814362,0
1.3850474548971572,0
1.4644172867707237,0
1.5361262530317985,0
1.5997723984005168,0
1.6550484777774352,0
1.701741293482529,0
1.7397300702816147,0
1.768984017772929,0
1.7895591062740284,0
1.801594105453836,0
1.805305999253893,0
1.8009847880265564,0
1.7889877745477634,0
1.7697334399836404,0
1.743694933878124,0
1.711393300589907,0
1.6733904978414111,0
1.6302823580679395,0
1.5826912299477385,0
1.531259023626136,0
1.4766401009064314,0
1.4194943779303346,0
1.3604806438749344,0
1.300250149592861,0
1.2394405362258665,0
1.1786701068615677,0
1.1185324786797408,0
1.0595919192468306,0
1.0023787759883218,0
0.9473856948494817,0
0.8950642541698831,0
0.8458221583482202,0
0.8000209525761909,0
0.7579743346737802,0
0.7199469093179793,0
0.6861535291613556,0
0.6567591727316996,0
0.6318792584911421,0
0.6115804445751574,0
0.5958819164616547,0
0.5847570529041332,0
0.5781354901191793,0
0.5759055136024996,0
0.5779167695280301,0
0.5839832491179787,0
0.5938865297113272,0
0.607379170932827,0
0.6241882789252009,0
0.6440191772958516,0
0.6665591475339548,0
0.6914811512221282,0
0.7184477276742987,0
0.747114584583492,0
0.7771342763974509,0
0.8081597316621388,0
0.8398476357115573,0
0.8718616457749123,0
0.9038754690563348,0
0.9355755007014532,0
0.9666635655858642,0
0.9968591628270204,0
1.025901536884245,0
1.0535514520931015,0
1.079592701599618,0
1.103833284415256,0
1.1261063818365853,0
1.1462709931176964,0
1.164212283872765,0
1.1798417074334533,0
1.1930968364457626,0
1.2039409490421953,0
1.212362369992341,0
1.2183736109825718,0
1.2220102997165587,0
1.2233299086248113,0
1.2224103638848938,0
1.219348469069284,0
1.214258230411798,0
1.2023391426044914,0
1.179111119909853,0
1.1452450985184532,0
1.1014899003289895,0
1.0486618446546985,0
0.987634159362068,0
0.9193260474760754,0
0.8446920201027667,0
0.7647111207133745,0
0.6803763737548972,0
0.5926845102120217,0
0.5026260566286416,0
0.411175885245398,0
0.319284276401153,0
0.2278685661812918,0
0.1378054629828604,0
0.0499240200657801,0
-0.0350005196711098,0
-0.1162523114486034,0
-0.1931795449759572,0
-0.2602684350312335,0
-0.3123830737299478,0
-0.3496001729671962,0
-0.3721393369779295,0
-0.3803553318719168,0
-0.374729308665043,0
-0.3558591277914509,0
-0.3244489240823111,0
-0.2812980456410978,0
-0.2272894913070508,0
-0.1633780148213901,0
-0.0905778674502605,0
-0.0099506177055205,0
0.0774071282577989,0
0.1703758402018571,0
0.2678249277549528,0
0.3686242502871628,0
0.4716551680554959,0
0.5758210417426466,0
0.68005712132217,0
0.7833397166227263,0
0.884694665935676,0
0.9832047859458156,0
1.0780167753291998,0
1.16834700028443,0
1.253486456072532,0
1.332804779340468,0
1.4057533529617918,0
1.4718674255629274,0
1.5307674367045454,0
1.5821593487116357,0
1.6258342079576191,0
1.6616668355120017,0
1.689613767528605,0
1.7097104692772025,0
1.722067924562972,0
1.7268685510437702,0
1.724361627829158,0
1.714858255644079,0
1.69872584542511,0
1.67638233381472,0
1.648290104248917,0
1.6149497153161525,0
1.5768935010244542,0
1.5346791844368262,0
1.4888832146771314,0
1.440094577420765,0
1.3889084754663368,0
1.33592025531934,0
1.2817195679017024,0
1.221954880094553,0
1.1525652411627836,0
1.0746076393783328,0
0.9891815824851274,0
0.897416615670791,0
0.8004600805005592,0
0.6994651793312198,0
0.5955794470539135,0
0.4899337425784035,0
0.3836318234887321,0
0.2777405888292609,0
0.173281084228899,0
0.0712202644794713,0
-0.0275362559662378,0
-0.122150776895577,0
-0.2118590071363569,0
-0.2959746801276623,0
-0.3738932144569407,0
-0.445094441862262,0
-0.509144358332612,0
-0.5607661457995514,0
-0.5950769313450907,0
-0.6124194181251893,0
-0.6132890834391991,0
-0.5983233225033279,0
-0.5682896336856812,0
-0.5240730035496598,0
-0.4666626321548142,0
-0.3971381581138198,0
-0.3166555770741144,0
-0.2313627086232576,0
-0.1471481439582006,0
-0.0647944080649438,0
0.014964816847196,0
0.0914500674254323,0
0.1640405834413103,0
0.2321780936546145,0
0.2953698317867754,0
0.3531908029257877,0
0.405285258217224,0
0.4513675081381585,0
0.4912219330747944,0
0.5247023787549187,0
0.5517308595789366,0
0.5722956327799456,0
0.586448722927981,0
0.594302896397619,0
0.5960282069730356,0
0.5918480783816674,0
0.5820350077622888,0
0.5669059800211961,0
0.5468176177497581,0
0.5221611341076957,0
0.4933571447488666,0
0.4608504356362403,0
0.4251045458222357,0
0.3865965968108986,0
0.3458120558858366,0
0.303239651560396,0
0.2593664608380975,0
0.2146732029864786,0
0.1696297830340389,0
0.1246911056493299,0
0.080293182846452,0
0.0368496992270115,0
-0.0052512633365424,0
-0.0456499927268825,0
-0.0840175475769979,0
-0.1200577813028713,0
-0.1535089630811908,0
-0.1841449611293391,0
-0.2117760975744109,0
-0.236249569073625,0
-0.2574494794269911,0
-0.2752965404096147,0
-0.2897474284222859,0
-0.300793776494854,0
-0.3084608852985463,0
-0.3128061445288504,0
-0.3139172440262356,0
-0.3069802185930498,0
-0.2875140077162821,0
-0.2562005495235728,0
-0.2138110804004396,0
-0.1611950797184288,0
-0.0992689129503774,0
-0.0290041450707118,0
0.0485840566453348,0
0.1324485996645284,0
0.2215219767376963,0
0.3147275178894488,0
0.4109902999216901,0
0.5092476044394793,0
0.6084588426603652,0
0.7076148908092221,0
0.8057467318076722,0
0.9019334262713024,0
0.9953091030541764,0
1.0850694122800997,0
1.1704769593394024,0
1.250865896299606,0
1.3256456382446933,0
1.3943037104254294,0
1.4564076540369757,0
1.5116061989860758,0
1.5596294568826203,0
1.6002884190017483,0
1.6334736125998288,0
1.659153045147093,0
1.677369513617857,0
1.688237223546301,0
1.6919378706461516,0
1.6887162267596023,0
1.6788752870270047,0
1.6627709798954622,0
1.6408066286072338,0
1.6134271377532976,0
1.5811130051914195,0
1.5443742200307244,0
1.5037441847071895,0
1.4597733676800708,0
1.413023433505251,0
1.3640612435376016,0
1.313453100096862,0
1.2617592193134204,0
1.2095284921264389,0
1.1572935388849233,0
1.1055660792707993,0
1.0548329199236233,0
1.0055519717593857,0
0.9581489799509006,0
0.9130145961613364,0
0.8705019345830927,0
