pass,entity,start,end,length,csc,pct,prior,verdict,conf,keep,is_tp,flag,norm_strength,anom_strength,normal_hypothesis,anomaly_hypothesis,reasoning
1,machine-1-1,168,335,168,0.1900018007339289,80.19801980198021,LOW,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values mostly within the y=[0,1] range, indicating normal variation. The ","Ch19 shows a significant spike reaching approximately y=1.2, which is above the training maximum. Th","With a low prior and modest score, the evidence for anomaly is not clearly stronger than normal variation, leading to a "
1,machine-1-1,3808,3975,168,0.1872698599472642,77.22772277227723,LOW,NORMAL,2,False,False,FP,moderate,weak,"The candidate window shows channel values mostly within the y=[0,1] range, indicating normal operati","Ch19 and Ch0 show values slightly above the y=1.0 line, indicating a minor level shift. This exceeda","Given the low prior and modest score, the evidence for normal variation is stronger, with only minor exceedances that do"
1,machine-1-1,6664,6887,224,0.1880457599181682,81.38613861386138,LOW,NORMAL,3,False,False,FP,strong,weak,"The candidate window shows channel values that remain within the y=[0,1] range, indicating they are ","No channels exceed the y=1.0 line, so there is no evidence of values surpassing the confirmed normal","Given the low prior strength and absence of any channel exceeding the normal range, the evidence strongly supports the n"
1,machine-1-1,12208,12655,448,0.1968320919550024,91.88118811881189,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows some values within the y=[0,1] range, indicating potential normal variati","Channels Ch0, Ch20, and Ch35 exceed the y=1.0 line, with Ch0 reaching approximately y=1.5, indicatin","Given the high anomaly percentile and clear exceedance of training maximums in multiple channels, the evidence strongly "
1,machine-1-1,13608,14055,448,0.20750298612983897,97.42574257425743,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows values that are mostly within the y=[0,1] range, indicating normal operat","Channels Ch0, Ch20, and Ch21 exceed the y=1.0 line, with Ch0 reaching approximately 1.9, indicating ","Given the high prior and clear exceedance of normal operating range in multiple channels, the evidence strongly supports"
1,machine-1-1,15008,15511,504,0.1987810129713681,94.45544554455445,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows some values within the normal range, but several channels exceed the y=1.","Channels Ch0, Ch20, Ch21, and Ch35 all exceed the y=1.0 line, with Ch0 reaching approximately y=1.8,","Given the high anomaly percentile and clear exceedance of normal operating range in multiple channels, the evidence stro"
1,machine-1-1,16072,16519,448,0.20702707773307338,98.41584158415841,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window could be considered normal if the observed values are within the y=[0,1] range.","Channels Ch0, Ch19, Ch20, and Ch21 all exceed the y=1.0 line, with Ch0 reaching approximately y=2.4,","Given the high anomaly percentile and clear exceedance of normal operating range in multiple channels, the evidence stro"
1,machine-1-1,16912,16967,56,0.18927669199183583,71.88118811881188,LOW,NORMAL,3,False,True,TP,strong,weak,"The candidate window shows values for all channels within the y=[0,1] range, indicating they are wit","No channels exceed the y=1.0 line, so there are no specific channels to name or extent to estimate. ","With a low prior and all candidate values within the normal range, the evidence strongly supports normal operation."
1,machine-1-1,17192,17695,504,0.22385433435233104,100.0,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window could be considered normal if the observed values were within the y=[0,1] range","Channels Ch0, Ch2, Ch20, and Ch21 all exceed the y=1.0 line, with Ch0 reaching approximately y=2.5, ","Given the high prior and clear exceedance of normal range in multiple channels, the evidence strongly supports an anomal"
1,machine-1-1,17864,18087,224,0.18770975980442017,80.79207920792079,LOW,NORMAL,3,False,True,TP,strong,weak,"The candidate window shows all channel values within the y=[0,1] range, indicating they are within t","No channels exceed the y=1.0 line, so there are no clear indications of anomalous behavior. The cand","With a low prior and no exceedance above the normal range, the evidence strongly supports normal operation, consistent w"
1,machine-1-1,18256,18647,392,0.21223680369023765,99.00990099009901,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows some values within the y=[0,1] range, indicating potential normal variati","Channels Ch0, Ch20, and Ch2 exceed the y=1.0 line, with Ch0 reaching approximately y=2.5, indicating","Given the high anomaly percentile and clear exceedance of normal operating range in multiple channels, the evidence stro"
1,machine-1-1,19656,20271,616,0.20247541478073056,97.82178217821782,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window could be considered normal if the variations are within the y=[0,1] range. Howe","Channels Ch0, Ch20, and Ch21 exceed the y=1.0 line, with Ch0 reaching approximately y=1.3, indicatin","Given the high prior and clear exceedance of normal operating range in multiple channels, the evidence strongly supports"
1,machine-1-1,20944,21391,448,0.19882525503635406,95.04950495049505,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows values that are mostly within the y=[0,1] range, indicating normal operat","Channels Ch0, Ch20, Ch34, and Ch35 exceed the y=1.0 line, with Ch0 reaching approximately 1.3, indic","Given the high prior and clear exceedance above the training maximum in multiple channels, the evidence strongly support"
1,machine-1-1,22120,22511,392,0.19810168777725526,91.68316831683168,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows some values within the normal range, but several channels exceed the y=1.","Channels Ch0, Ch20, Ch19, and Ch21 all exceed the y=1.0 line, with Ch0 reaching approximately y=1.8,","Given the high anomaly percentile and clear exceedance of normal operating range in multiple channels, the evidence stro"
1,machine-1-1,23632,24079,448,0.20100796251790598,94.65346534653465,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows channel values mostly within the y=[0,1] range, suggesting normal operati","Channels Ch0, Ch20, and Ch21 exceed the y=1.0 line, with Ch0 reaching approximately y=1.5, indicatin","Given the high prior and clear exceedance of normal range in multiple channels, the evidence strongly supports an anomal"
1,machine-1-1,24976,25311,336,0.19904464211625358,92.87128712871288,HIGH,ANOMALY,3,True,False,FP,weak,strong,"The candidate window shows some values within the y=[0,1] range, suggesting potential normal variati","Channels Ch0, Ch19, and Ch21 exceed the y=1.0 line, with Ch0 reaching approximately y=1.7, indicatin","Given the high prior and clear exceedance of normal operating range in multiple channels, the evidence strongly supports"
1,machine-1-1,26488,26823,336,0.19060888793319464,84.75247524752476,MOD,NORMAL,1,False,False,FP,moderate,moderate,"The candidate window shows values that are mostly within the y=[0,1] range, indicating normal operat","Channels Ch0, Ch20, and Ch21 show values exceeding the y=1.0 line, with Ch0 reaching approximately y","With a moderate prior and evidence of minor exceedances potentially explained by normal variation, the normal hypothesis"
2,machine-1-1,24511,24734,224,0.18274092725810728,72.47524752475248,,NORMAL,1,False,True,TP,,,,,"With a low prior and modest score, the evidence for normal variation is balanced with the anomaly hypothesis, leading to"
2,machine-1-1,25946,26169,224,0.17672154369315,58.01980198019802,,NORMAL,2,False,True,TP,,,,,"Given the low prior and modest anomaly score, the evidence for normal variation is stronger, with only minor exceedance "
2,machine-1-1,27442,27665,224,0.17998467757466383,67.32673267326733,,NORMAL,3,False,True,TP,,,,,"Given the low prior strength and the absence of any channel exceeding the normal range, the evidence strongly supports t"
1,machine-1-2,4536,4759,224,0.17483112745685503,98.09523809523809,HIGH,ANOMALY,3,True,True,TP,weak,strong,"The candidate window shows some channel values within the normal range (y=[0,1]), suggesting potenti","Channels Ch0 and Ch5 exceed the y=1.0 line, with Ch0 reaching approximately y=1.2 and Ch5 reaching a","Given the high anomaly percentile and clear exceedance of normal operating range in multiple channels, the evidence stro"
